Word,Definition,Topic,Difficulty,Synonym,Antonym
Haggard,"Looking exhausted and unwell, especially from fatigue or worry.",antonyms,HARD,Gaunt,Radiant
Haggard,"Looking exhausted and unwell, especially from fatigue or worry.",spellings,HARD,Gaunt,Radiant
Bough,A main branch of a tree.,general-vocabulary,EASY,Branch,Trunk
Bough,A main branch of a tree.,synonyms,EASY,Branch,Trunk
Bough,A main branch of a tree.,antonyms,EASY,Branch,Trunk
Bough,A main branch of a tree.,spellings,EASY,Branch,Trunk
Dedicated,Devoted to a task or purpose; showing strong support or effort.,general-vocabulary,EASY,Committed,Apathetic
Dedicated,Devoted to a task or purpose; showing strong support or effort.,synonyms,EASY,Committed,Apathetic
Dedicated,Devoted to a task or purpose; showing strong support or effort.,antonyms,EASY,Committed,Apathetic
Dedicated,Devoted to a task or purpose; showing strong support or effort.,spellings,EASY,Committed,Apathetic
Tenant,"A person who lives in or rents a house, flat, or land from someone else.",general-vocabulary,EASY,Occupant,Landlord
Tenant,"A person who lives in or rents a house, flat, or land from someone else.",synonyms,EASY,Occupant,Landlord
Tenant,"A person who lives in or rents a house, flat, or land from someone else.",antonyms,EASY,Occupant,Landlord
Tenant,"A person who lives in or rents a house, flat, or land from someone else.",spellings,EASY,Occupant,Landlord
Abate,"To become smaller, weaker, or less intense.",general-vocabulary,MEDIUM,Lessen,Intensify
Abate,"To become smaller, weaker, or less intense.",synonyms,MEDIUM,Lessen,Intensify
Abate,"To become smaller, weaker, or less intense.",antonyms,MEDIUM,Lessen,Intensify
Abate,"To become smaller, weaker, or less intense.",spellings,MEDIUM,Lessen,Intensify
Famished,Very hungry; in need of food.,general-vocabulary,EASY,Starving,Satiated
Famished,Very hungry; in need of food.,synonyms,EASY,Starving,Satiated
Famished,Very hungry; in need of food.,antonyms,EASY,Starving,Satiated
Famished,Very hungry; in need of food.,spellings,EASY,Starving,Satiated
Advent,The beginning or appearance of something important.,general-vocabulary,MEDIUM,Arrival,Departure
Advent,The beginning or appearance of something important.,synonyms,MEDIUM,Arrival,Departure
Advent,The beginning or appearance of something important.,antonyms,MEDIUM,Arrival,Departure
Advent,The beginning or appearance of something important.,spellings,MEDIUM,Arrival,Departure
Alter,To make something different without completely changing it.,general-vocabulary,EASY,Modify,Preserve
Alter,To make something different without completely changing it.,synonyms,EASY,Modify,Preserve
Alter,To make something different without completely changing it.,antonyms,EASY,Modify,Preserve
Alter,To make something different without completely changing it.,spellings,EASY,Modify,Preserve
Relaxed,Free from tension or worry; at ease.,general-vocabulary,EASY,Calm,Tense
Relaxed,Free from tension or worry; at ease.,synonyms,EASY,Calm,Tense
Relaxed,Free from tension or worry; at ease.,antonyms,EASY,Calm,Tense
Relaxed,Free from tension or worry; at ease.,spellings,EASY,Calm,Tense
Stem,To come from or be caused by something.,general-vocabulary,MEDIUM,Originate,Terminate
Stem,To come from or be caused by something.,synonyms,MEDIUM,Originate,Terminate
Stem,To come from or be caused by something.,antonyms,MEDIUM,Originate,Terminate
Stem,To come from or be caused by something.,spellings,MEDIUM,Originate,Terminate
Cherish,To love and care for someone or something deeply.,general-vocabulary,EASY,Treasure,Despise
Cherish,To love and care for someone or something deeply.,synonyms,EASY,Treasure,Despise
Cherish,To love and care for someone or something deeply.,antonyms,EASY,Treasure,Despise
Cherish,To love and care for someone or something deeply.,spellings,EASY,Treasure,Despise
Pieces,Small sections or portions of something whole.,general-vocabulary,EASY,Fragments,Whole
Pieces,Small sections or portions of something whole.,synonyms,EASY,Fragments,Whole
Pieces,Small sections or portions of something whole.,antonyms,EASY,Fragments,Whole
Pieces,Small sections or portions of something whole.,spellings,EASY,Fragments,Whole
