Word,Definition,Topic,Difficulty,Synonym,Antonym
Hallucinate,"To see, hear, or sense things that are not really there.",synonyms,MEDIUM,Fantasize,Perceive
Hallucinate,"To see, hear, or sense things that are not really there.",antonyms,MEDIUM,Fantasize,Perceive
Dilute,To make something less strong by adding another substance or reducing its strength.,general-vocabulary,MEDIUM,Weaken,Concentrate
Dilute,To make something less strong by adding another substance or reducing its strength.,synonyms,MEDIUM,Weaken,Concentrate
Dilute,To make something less strong by adding another substance or reducing its strength.,antonyms,MEDIUM,Weaken,Concentrate
Tough,Strong and difficult to break or defeat; not giving way easily.,general-vocabulary,EASY,Stubborn,Tender
Tough,Strong and difficult to break or defeat; not giving way easily.,synonyms,EASY,Stubborn,Tender
Tough,Strong and difficult to break or defeat; not giving way easily.,antonyms,EASY,Stubborn,Tender
Little,Not big in size or amount; small.,general-vocabulary,EASY,Small,Large
Little,Not big in size or amount; small.,synonyms,EASY,Small,Large
Little,Not big in size or amount; small.,antonyms,EASY,Small,Large
Good,Of a high standard or quality; very satisfactory.,general-vocabulary,EASY,Excellent,Bad
Good,Of a high standard or quality; very satisfactory.,synonyms,EASY,Excellent,Bad
Good,Of a high standard or quality; very satisfactory.,antonyms,EASY,Excellent,Bad
Talk,To speak or have a conversation; to discuss something.,general-vocabulary,EASY,Chat,Listen
Talk,To speak or have a conversation; to discuss something.,synonyms,EASY,Chat,Listen
Talk,To speak or have a conversation; to discuss something.,antonyms,EASY,Chat,Listen
Sagely,In a wise and thoughtful way.,general-vocabulary,MEDIUM,Wisely,Foolishly
Sagely,In a wise and thoughtful way.,synonyms,MEDIUM,Wisely,Foolishly
Sagely,In a wise and thoughtful way.,antonyms,MEDIUM,Wisely,Foolishly
Novice,"A person who is new to a skill, activity, or job; someone inexperienced.",general-vocabulary,MEDIUM,Beginner,Expert
Novice,"A person who is new to a skill, activity, or job; someone inexperienced.",synonyms,MEDIUM,Beginner,Expert
Novice,"A person who is new to a skill, activity, or job; someone inexperienced.",antonyms,MEDIUM,Beginner,Expert
Crest,"The top or highest point of something, especially a hill or mountain.",general-vocabulary,MEDIUM,Summit,Base
Crest,"The top or highest point of something, especially a hill or mountain.",synonyms,MEDIUM,Summit,Base
Crest,"The top or highest point of something, especially a hill or mountain.",antonyms,MEDIUM,Summit,Base
Damage,To cause injury or harm to something; to make it worse.,general-vocabulary,EASY,Harm,Repair
Damage,To cause injury or harm to something; to make it worse.,synonyms,EASY,Harm,Repair
Damage,To cause injury or harm to something; to make it worse.,antonyms,EASY,Harm,Repair
Permanent,Lasting for a long time or forever; not temporary.,general-vocabulary,EASY,Lasting,Temporary
Permanent,Lasting for a long time or forever; not temporary.,synonyms,EASY,Lasting,Temporary
Permanent,Lasting for a long time or forever; not temporary.,antonyms,EASY,Lasting,Temporary
Oppress,To treat someone cruelly or unfairly by using power over them; to keep under control.,general-vocabulary,HARD,Subjugate,Liberate
Oppress,To treat someone cruelly or unfairly by using power over them; to keep under control.,synonyms,HARD,Subjugate,Liberate
Oppress,To treat someone cruelly or unfairly by using power over them; to keep under control.,antonyms,HARD,Subjugate,Liberate
Concede,To admit defeat or give something up; to agree after resisting.,general-vocabulary,HARD,Yield,Deny
Concede,To admit defeat or give something up; to agree after resisting.,synonyms,HARD,Yield,Deny
Concede,To admit defeat or give something up; to agree after resisting.,antonyms,HARD,Yield,Deny
Ginormous,Extremely large; gigantic.,general-vocabulary,EASY,Enormous,Tiny
Ginormous,Extremely large; gigantic.,synonyms,EASY,Enormous,Tiny
Ginormous,Extremely large; gigantic.,antonyms,EASY,Enormous,Tiny
Consideration,Careful thought or attention given to something; the act of thinking about it.,general-vocabulary,EASY,Reflection,Disregard
Consideration,Careful thought or attention given to something; the act of thinking about it.,synonyms,EASY,Reflection,Disregard
Consideration,Careful thought or attention given to something; the act of thinking about it.,antonyms,EASY,Reflection,Disregard
Illustrious,Well-known and highly respected because of achievements.,general-vocabulary,HARD,Distinguished,Unknown
Illustrious,Well-known and highly respected because of achievements.,synonyms,HARD,Distinguished,Unknown
Illustrious,Well-known and highly respected because of achievements.,antonyms,HARD,Distinguished,Unknown
Spasm,"A sudden, involuntary tightening or jerking of a muscle; a sudden burst of activity or emotion.",general-vocabulary,MEDIUM,Convulsion,Stillness
Spasm,"A sudden, involuntary tightening or jerking of a muscle; a sudden burst of activity or emotion.",synonyms,MEDIUM,Convulsion,Stillness
Spasm,"A sudden, involuntary tightening or jerking of a muscle; a sudden burst of activity or emotion.",antonyms,MEDIUM,Convulsion,Stillness
Period,A length of time with particular features or events; a span of time.,general-vocabulary,EASY,Era,Instant
Period,A length of time with particular features or events; a span of time.,synonyms,EASY,Era,Instant
Period,A length of time with particular features or events; a span of time.,antonyms,EASY,Era,Instant
Ebb,To lessen or gradually decline; to flow back or away (as the tide does).,general-vocabulary,MEDIUM,Subside,Flow
Ebb,To lessen or gradually decline; to flow back or away (as the tide does).,synonyms,MEDIUM,Subside,Flow
Ebb,To lessen or gradually decline; to flow back or away (as the tide does).,antonyms,MEDIUM,Subside,Flow
Demean,To make someone seem less important or worthy; to insult or degrade.,general-vocabulary,MEDIUM,Belittle,Praise
Demean,To make someone seem less important or worthy; to insult or degrade.,synonyms,MEDIUM,Belittle,Praise
Demean,To make someone seem less important or worthy; to insult or degrade.,antonyms,MEDIUM,Belittle,Praise
Moral,Relating to what is right and wrong in behaviour; based on principles of good conduct.,general-vocabulary,EASY,Ethical,Immoral
Moral,Relating to what is right and wrong in behaviour; based on principles of good conduct.,synonyms,EASY,Ethical,Immoral
Moral,Relating to what is right and wrong in behaviour; based on principles of good conduct.,antonyms,EASY,Ethical,Immoral
Flask,"A small container, often with a lid, used for carrying liquids.",general-vocabulary,EASY,Bottle,Bucket
Flask,"A small container, often with a lid, used for carrying liquids.",synonyms,EASY,Bottle,Bucket
Flask,"A small container, often with a lid, used for carrying liquids.",antonyms,EASY,Bottle,Bucket
Pelt,To hit or throw things at someone or something repeatedly.,general-vocabulary,MEDIUM,Bombard,Protect
Pelt,To hit or throw things at someone or something repeatedly.,synonyms,MEDIUM,Bombard,Protect
Pelt,To hit or throw things at someone or something repeatedly.,antonyms,MEDIUM,Bombard,Protect
Stride,"To walk with long, confident steps; a long step.",general-vocabulary,EASY,Pace,Crawl
Stride,"To walk with long, confident steps; a long step.",synonyms,EASY,Pace,Crawl
Stride,"To walk with long, confident steps; a long step.",antonyms,EASY,Pace,Crawl
Object,A thing that can be seen or touched; an item.,general-vocabulary,EASY,Item,Nothing
Object,A thing that can be seen or touched; an item.,synonyms,EASY,Item,Nothing
Object,A thing that can be seen or touched; an item.,antonyms,EASY,Item,Nothing
Array,An organised group or arrangement of things; to arrange in order.,general-vocabulary,MEDIUM,Arrangement,Disarray
Array,An organised group or arrangement of things; to arrange in order.,synonyms,MEDIUM,Arrangement,Disarray
Array,An organised group or arrangement of things; to arrange in order.,antonyms,MEDIUM,Arrangement,Disarray
Adverse,Harmful or likely to cause problems; unfavourable.,general-vocabulary,MEDIUM,Unfavourable,Favourable
Adverse,Harmful or likely to cause problems; unfavourable.,synonyms,MEDIUM,Unfavourable,Favourable
Adverse,Harmful or likely to cause problems; unfavourable.,antonyms,MEDIUM,Unfavourable,Favourable
Exonerate,To officially clear someone from blame or wrongdoing.,general-vocabulary,HARD,Acquit,Convict
Exonerate,To officially clear someone from blame or wrongdoing.,synonyms,HARD,Acquit,Convict
Exonerate,To officially clear someone from blame or wrongdoing.,antonyms,HARD,Acquit,Convict
Hasty,"Done too quickly, often without enough thought.",general-vocabulary,EASY,Hurried,Slow
Hasty,"Done too quickly, often without enough thought.",synonyms,EASY,Hurried,Slow
Hasty,"Done too quickly, often without enough thought.",antonyms,EASY,Hurried,Slow
Sour,"Having a sharp, acidic taste; unpleasant or bitter in mood.",general-vocabulary,EASY,Acidic,Sweet
Sour,"Having a sharp, acidic taste; unpleasant or bitter in mood.",synonyms,EASY,Acidic,Sweet
Sour,"Having a sharp, acidic taste; unpleasant or bitter in mood.",antonyms,EASY,Acidic,Sweet
Penalty,A punishment given for breaking a rule or law.,general-vocabulary,EASY,Punishment,Reward
Penalty,A punishment given for breaking a rule or law.,synonyms,EASY,Punishment,Reward
Penalty,A punishment given for breaking a rule or law.,antonyms,EASY,Punishment,Reward
Hapless,Having bad luck; unlucky.,general-vocabulary,MEDIUM,Unfortunate,Lucky
Hapless,Having bad luck; unlucky.,synonyms,MEDIUM,Unfortunate,Lucky
Hapless,Having bad luck; unlucky.,antonyms,MEDIUM,Unfortunate,Lucky
Fluctuate,To change or go up and down irregularly.,general-vocabulary,MEDIUM,Vary,Stabilize
Fluctuate,To change or go up and down irregularly.,synonyms,MEDIUM,Vary,Stabilize
Fluctuate,To change or go up and down irregularly.,antonyms,MEDIUM,Vary,Stabilize
Genial,Warm and pleasant in manner; cheerful and kind.,general-vocabulary,MEDIUM,Friendly,Hostile
Genial,Warm and pleasant in manner; cheerful and kind.,synonyms,MEDIUM,Friendly,Hostile
Genial,Warm and pleasant in manner; cheerful and kind.,antonyms,MEDIUM,Friendly,Hostile
Frivolous,Not having any serious purpose or value; silly or unimportant.,general-vocabulary,MEDIUM,Trivial,Serious
Frivolous,Not having any serious purpose or value; silly or unimportant.,synonyms,MEDIUM,Trivial,Serious
Frivolous,Not having any serious purpose or value; silly or unimportant.,antonyms,MEDIUM,Trivial,Serious
Category,A group of people or things that share common characteristics.,general-vocabulary,EASY,Class,Individual
Category,A group of people or things that share common characteristics.,synonyms,EASY,Class,Individual
Category,A group of people or things that share common characteristics.,antonyms,EASY,Class,Individual
Succeeding,Achieving success or coming after something in sequence.,general-vocabulary,EASY,Advancing,Failing
Succeeding,Achieving success or coming after something in sequence.,synonyms,EASY,Advancing,Failing
Succeeding,Achieving success or coming after something in sequence.,antonyms,EASY,Advancing,Failing
Reserve,A quality of being restrained or distant in manner or speech.,general-vocabulary,MEDIUM,Detachment,Warmth
Reserve,A quality of being restrained or distant in manner or speech.,synonyms,MEDIUM,Detachment,Warmth
Reserve,A quality of being restrained or distant in manner or speech.,antonyms,MEDIUM,Detachment,Warmth
Tepid,Slightly warm; showing little enthusiasm or interest.,general-vocabulary,MEDIUM,Lukewarm,Hot
Tepid,Slightly warm; showing little enthusiasm or interest.,synonyms,MEDIUM,Lukewarm,Hot
Tepid,Slightly warm; showing little enthusiasm or interest.,antonyms,MEDIUM,Lukewarm,Hot
Repudiate,To refuse to accept or be associated with something; to disown or deny.,general-vocabulary,HARD,Reject,Accept
Repudiate,To refuse to accept or be associated with something; to disown or deny.,synonyms,HARD,Reject,Accept
Repudiate,To refuse to accept or be associated with something; to disown or deny.,antonyms,HARD,Reject,Accept
Latent,Existing but not yet developed or visible; concealed potential or ability.,general-vocabulary,HARD,Hidden,Active
Latent,Existing but not yet developed or visible; concealed potential or ability.,synonyms,HARD,Hidden,Active
Latent,Existing but not yet developed or visible; concealed potential or ability.,antonyms,HARD,Hidden,Active
Ardent,Having or showing strong feelings or enthusiasm for something.,general-vocabulary,MEDIUM,Passionate,Apathetic
Ardent,Having or showing strong feelings or enthusiasm for something.,synonyms,MEDIUM,Passionate,Apathetic
Ardent,Having or showing strong feelings or enthusiasm for something.,antonyms,MEDIUM,Passionate,Apathetic
Idea,"A thought, plan, or suggestion about what to do or how to do something.",general-vocabulary,EASY,Concept,Fact
Idea,"A thought, plan, or suggestion about what to do or how to do something.",synonyms,EASY,Concept,Fact
Idea,"A thought, plan, or suggestion about what to do or how to do something.",antonyms,EASY,Concept,Fact
Baulk,To stop something from happening; to refuse to proceed with.,general-vocabulary,MEDIUM,Hinder,Assist
Baulk,To stop something from happening; to refuse to proceed with.,synonyms,MEDIUM,Hinder,Assist
Baulk,To stop something from happening; to refuse to proceed with.,antonyms,MEDIUM,Hinder,Assist
Acknowledge,To accept or admit the truth or existence of something.,general-vocabulary,EASY,Admit,Deny
Acknowledge,To accept or admit the truth or existence of something.,synonyms,EASY,Admit,Deny
Acknowledge,To accept or admit the truth or existence of something.,antonyms,EASY,Admit,Deny
Earnest,Showing sincere and intense conviction.,general-vocabulary,MEDIUM,Serious,Frivolous
Earnest,Showing sincere and intense conviction.,synonyms,MEDIUM,Serious,Frivolous
Earnest,Showing sincere and intense conviction.,antonyms,MEDIUM,Serious,Frivolous
Residence,A place where someone lives; a home.,general-vocabulary,EASY,Domicile,Workplace
Residence,A place where someone lives; a home.,synonyms,EASY,Domicile,Workplace
Residence,A place where someone lives; a home.,antonyms,EASY,Domicile,Workplace
Deplorable,Deserving strong condemnation; shockingly bad in quality.,general-vocabulary,MEDIUM,Disgraceful,Admirable
Deplorable,Deserving strong condemnation; shockingly bad in quality.,synonyms,MEDIUM,Disgraceful,Admirable
Deplorable,Deserving strong condemnation; shockingly bad in quality.,antonyms,MEDIUM,Disgraceful,Admirable
Perish,To die or come to an end; to decay or rot.,general-vocabulary,EASY,Die,Survive
Perish,To die or come to an end; to decay or rot.,synonyms,EASY,Die,Survive
Perish,To die or come to an end; to decay or rot.,antonyms,EASY,Die,Survive
Foe,An opponent or adversary; someone hostile.,general-vocabulary,EASY,Enemy,Friend
Foe,An opponent or adversary; someone hostile.,synonyms,EASY,Enemy,Friend
Foe,An opponent or adversary; someone hostile.,antonyms,EASY,Enemy,Friend
Terrible,Extremely bad or serious.,general-vocabulary,EASY,Dreadful,Wonderful
Terrible,Extremely bad or serious.,synonyms,EASY,Dreadful,Wonderful
Terrible,Extremely bad or serious.,antonyms,EASY,Dreadful,Wonderful
Ecstatic,Feeling or expressing overwhelming happiness.,general-vocabulary,MEDIUM,Elated,Miserable
Ecstatic,Feeling or expressing overwhelming happiness.,synonyms,MEDIUM,Elated,Miserable
Ecstatic,Feeling or expressing overwhelming happiness.,antonyms,MEDIUM,Elated,Miserable
Inestimable,Too great to be measured; invaluable.,general-vocabulary,HARD,Incalculable,Measurable
Inestimable,Too great to be measured; invaluable.,synonyms,HARD,Incalculable,Measurable
Inestimable,Too great to be measured; invaluable.,antonyms,HARD,Incalculable,Measurable
Striking,Very noticeable or impressive; attracting attention.,general-vocabulary,EASY,Remarkable,Unremarkable
Striking,Very noticeable or impressive; attracting attention.,synonyms,EASY,Remarkable,Unremarkable
Striking,Very noticeable or impressive; attracting attention.,antonyms,EASY,Remarkable,Unremarkable
Egotistic,Excessively self-centred or proud.,general-vocabulary,MEDIUM,Conceited,Humble
Egotistic,Excessively self-centred or proud.,synonyms,MEDIUM,Conceited,Humble
Egotistic,Excessively self-centred or proud.,antonyms,MEDIUM,Conceited,Humble
Apprehensive,Anxious or fearful that something bad will happen.,general-vocabulary,MEDIUM,Anxious,Confident
Apprehensive,Anxious or fearful that something bad will happen.,synonyms,MEDIUM,Anxious,Confident
Apprehensive,Anxious or fearful that something bad will happen.,antonyms,MEDIUM,Anxious,Confident
Brusque,Markedly short and blunt in manner or speech.,general-vocabulary,HARD,Abrupt,Polite
Brusque,Markedly short and blunt in manner or speech.,synonyms,HARD,Abrupt,Polite
Brusque,Markedly short and blunt in manner or speech.,antonyms,HARD,Abrupt,Polite
Arid,Extremely dry; having little or no rainfall.,general-vocabulary,MEDIUM,Parched,Humid
Arid,Extremely dry; having little or no rainfall.,synonyms,MEDIUM,Parched,Humid
Arid,Extremely dry; having little or no rainfall.,antonyms,MEDIUM,Parched,Humid
Polarity,The presence or manifestation of two opposite or contrasting principles or tendencies.,general-vocabulary,HARD,Division,Unity
Polarity,The presence or manifestation of two opposite or contrasting principles or tendencies.,synonyms,HARD,Division,Unity
Polarity,The presence or manifestation of two opposite or contrasting principles or tendencies.,antonyms,HARD,Division,Unity
Laugh,To make sounds and movements that express amusement or joy.,general-vocabulary,EASY,Giggle,Cry
Laugh,To make sounds and movements that express amusement or joy.,synonyms,EASY,Giggle,Cry
Laugh,To make sounds and movements that express amusement or joy.,antonyms,EASY,Giggle,Cry
Subdued,Quiet and rather reflective or depressed; softened in intensity.,general-vocabulary,MEDIUM,Muted,Boisterous
Subdued,Quiet and rather reflective or depressed; softened in intensity.,synonyms,MEDIUM,Muted,Boisterous
Subdued,Quiet and rather reflective or depressed; softened in intensity.,antonyms,MEDIUM,Muted,Boisterous
Haggard,"Looking exhausted and unwell, especially from fatigue or worry.",general-vocabulary,HARD,Gaunt,Radiant
Haggard,"Looking exhausted and unwell, especially from fatigue or worry.",synonyms,HARD,Gaunt,Radiant
Haggard,"Looking exhausted and unwell, especially from fatigue or worry.",antonyms,HARD,Gaunt,Radiant
Bough,A main branch of a tree.,general-vocabulary,EASY,Branch,Trunk
Bough,A main branch of a tree.,synonyms,EASY,Branch,Trunk
Bough,A main branch of a tree.,antonyms,EASY,Branch,Trunk
Dedicated,Devoted to a task or purpose; showing strong support or effort.,general-vocabulary,EASY,Committed,Apathetic
Dedicated,Devoted to a task or purpose; showing strong support or effort.,synonyms,EASY,Committed,Apathetic
Dedicated,Devoted to a task or purpose; showing strong support or effort.,antonyms,EASY,Committed,Apathetic
Tenant,"A person who lives in or rents a house, flat, or land from someone else.",general-vocabulary,EASY,Occupant,Landlord
Tenant,"A person who lives in or rents a house, flat, or land from someone else.",synonyms,EASY,Occupant,Landlord
Tenant,"A person who lives in or rents a house, flat, or land from someone else.",antonyms,EASY,Occupant,Landlord
Abate,"To become smaller, weaker, or less intense.",general-vocabulary,MEDIUM,Lessen,Intensify
Abate,"To become smaller, weaker, or less intense.",synonyms,MEDIUM,Lessen,Intensify
Abate,"To become smaller, weaker, or less intense.",antonyms,MEDIUM,Lessen,Intensify
Famished,Very hungry; in need of food.,general-vocabulary,EASY,Starving,Satiated
Famished,Very hungry; in need of food.,synonyms,EASY,Starving,Satiated
Famished,Very hungry; in need of food.,antonyms,EASY,Starving,Satiated
Advent,The beginning or appearance of something important.,general-vocabulary,MEDIUM,Arrival,Departure
Advent,The beginning or appearance of something important.,synonyms,MEDIUM,Arrival,Departure
Advent,The beginning or appearance of something important.,antonyms,MEDIUM,Arrival,Departure
Alter,To make something different without completely changing it.,general-vocabulary,EASY,Modify,Preserve
Alter,To make something different without completely changing it.,synonyms,EASY,Modify,Preserve
Alter,To make something different without completely changing it.,antonyms,EASY,Modify,Preserve
Relaxed,Free from tension or worry; at ease.,general-vocabulary,EASY,Calm,Tense
Relaxed,Free from tension or worry; at ease.,synonyms,EASY,Calm,Tense
Relaxed,Free from tension or worry; at ease.,antonyms,EASY,Calm,Tense
Stem,To come from or be caused by something.,general-vocabulary,MEDIUM,Originate,Terminate
Stem,To come from or be caused by something.,synonyms,MEDIUM,Originate,Terminate
Stem,To come from or be caused by something.,antonyms,MEDIUM,Originate,Terminate
Cherish,To love and care for someone or something deeply.,general-vocabulary,EASY,Treasure,Despise
Cherish,To love and care for someone or something deeply.,synonyms,EASY,Treasure,Despise
Cherish,To love and care for someone or something deeply.,antonyms,EASY,Treasure,Despise
Pieces,Small sections or portions of something whole.,general-vocabulary,EASY,Fragments,Whole
Pieces,Small sections or portions of something whole.,synonyms,EASY,Fragments,Whole
Pieces,Small sections or portions of something whole.,antonyms,EASY,Fragments,Whole
Abundant,Existing or available in large quantities; plentiful.,general-vocabulary,EASY,Plentiful,Scarce
Abundant,Existing or available in large quantities; plentiful.,synonyms,EASY,Plentiful,Scarce
Abundant,Existing or available in large quantities; plentiful.,antonyms,EASY,Plentiful,Scarce
Adversity,A state or instance of serious or continued difficulty or misfortune.,general-vocabulary,HARD,Hardship,Prosperity
Adversity,A state or instance of serious or continued difficulty or misfortune.,synonyms,HARD,Hardship,Prosperity
Adversity,A state or instance of serious or continued difficulty or misfortune.,antonyms,HARD,Hardship,Prosperity
Affluent,Having a great deal of money; wealthy.,general-vocabulary,MEDIUM,Wealthy,Poor
Affluent,Having a great deal of money; wealthy.,synonyms,MEDIUM,Wealthy,Poor
Affluent,Having a great deal of money; wealthy.,antonyms,MEDIUM,Wealthy,Poor
Ambiguous,Open to more than one interpretation; not having one obvious meaning.,general-vocabulary,HARD,Vague,Clear
Ambiguous,Open to more than one interpretation; not having one obvious meaning.,synonyms,HARD,Vague,Clear
Ambiguous,Open to more than one interpretation; not having one obvious meaning.,antonyms,HARD,Vague,Clear
Ample,Enough or more than enough; plentiful.,general-vocabulary,EASY,Spacious,Insufficient
Ample,Enough or more than enough; plentiful.,synonyms,EASY,Spacious,Insufficient
Ample,Enough or more than enough; plentiful.,antonyms,EASY,Spacious,Insufficient
Anonymity,"The condition of being anonymous; lack of outstanding, marked, or peculiar features.",general-vocabulary,MEDIUM,Namelessness,Fame
Anonymity,"The condition of being anonymous; lack of outstanding, marked, or peculiar features.",synonyms,MEDIUM,Namelessness,Fame
Anonymity,"The condition of being anonymous; lack of outstanding, marked, or peculiar features.",antonyms,MEDIUM,Namelessness,Fame
Benevolent,Well meaning and kindly.,general-vocabulary,MEDIUM,Kind,Malevolent
Benevolent,Well meaning and kindly.,synonyms,MEDIUM,Kind,Malevolent
Benevolent,Well meaning and kindly.,antonyms,MEDIUM,Kind,Malevolent
Candid,Truthful and straightforward; frank.,general-vocabulary,MEDIUM,Frank,Deceitful
Candid,Truthful and straightforward; frank.,synonyms,MEDIUM,Frank,Deceitful
Candid,Truthful and straightforward; frank.,antonyms,MEDIUM,Frank,Deceitful
Cautious,Careful to avoid potential problems or dangers.,general-vocabulary,EASY,Wary,Reckless
Cautious,Careful to avoid potential problems or dangers.,synonyms,EASY,Wary,Reckless
Cautious,Careful to avoid potential problems or dangers.,antonyms,EASY,Wary,Reckless
Clamor,"A loud and confused noise, especially that of people shouting vehemently.",general-vocabulary,HARD,Uproar,Silence
Clamor,"A loud and confused noise, especially that of people shouting vehemently.",synonyms,HARD,Uproar,Silence
Clamor,"A loud and confused noise, especially that of people shouting vehemently.",antonyms,HARD,Uproar,Silence
Coerce,Persuade an unwilling person to do something by using force or threats.,general-vocabulary,HARD,Compel,Allow
Coerce,Persuade an unwilling person to do something by using force or threats.,synonyms,HARD,Compel,Allow
Coerce,Persuade an unwilling person to do something by using force or threats.,antonyms,HARD,Compel,Allow
Compassion,Sympathetic pity and concern for the sufferings or misfortunes of others.,general-vocabulary,EASY,Empathy,Cruelty
Compassion,Sympathetic pity and concern for the sufferings or misfortunes of others.,synonyms,EASY,Empathy,Cruelty
Compassion,Sympathetic pity and concern for the sufferings or misfortunes of others.,antonyms,EASY,Empathy,Cruelty
Concise,Giving a lot of information clearly and in a few words; brief but comprehensive.,general-vocabulary,MEDIUM,Brief,Wordy
Concise,Giving a lot of information clearly and in a few words; brief but comprehensive.,synonyms,MEDIUM,Brief,Wordy
Concise,Giving a lot of information clearly and in a few words; brief but comprehensive.,antonyms,MEDIUM,Brief,Wordy
Condemn,"Express complete disapproval of, typically in public; censure.",general-vocabulary,MEDIUM,Censure,Praise
Condemn,"Express complete disapproval of, typically in public; censure.",synonyms,MEDIUM,Censure,Praise
Condemn,"Express complete disapproval of, typically in public; censure.",antonyms,MEDIUM,Censure,Praise
Conspicuous,Standing out so as to be clearly visible.,general-vocabulary,HARD,Noticeable,Hidden
Conspicuous,Standing out so as to be clearly visible.,synonyms,HARD,Noticeable,Hidden
Conspicuous,Standing out so as to be clearly visible.,antonyms,HARD,Noticeable,Hidden
Defiant,Showing defiance; boldly resistant or challenging.,general-vocabulary,EASY,Rebellious,Obedient
Defiant,Showing defiance; boldly resistant or challenging.,synonyms,EASY,Rebellious,Obedient
Defiant,Showing defiance; boldly resistant or challenging.,antonyms,EASY,Rebellious,Obedient
Diligent,Having or showing care and conscientiousness in one's work or duties.,general-vocabulary,MEDIUM,Industrious,Lazy
Diligent,Having or showing care and conscientiousness in one's work or duties.,synonyms,MEDIUM,Industrious,Lazy
Diligent,Having or showing care and conscientiousness in one's work or duties.,antonyms,MEDIUM,Industrious,Lazy
Diminish,Make or become less.,general-vocabulary,EASY,Decrease,Increase
Diminish,Make or become less.,synonyms,EASY,Decrease,Increase
Diminish,Make or become less.,antonyms,EASY,Decrease,Increase
Dormant,Having normal physical functions suspended or slowed down for a period of time; in or as if in a deep sleep.,general-vocabulary,MEDIUM,Inactive,Active
Dormant,Having normal physical functions suspended or slowed down for a period of time; in or as if in a deep sleep.,synonyms,MEDIUM,Inactive,Active
Dormant,Having normal physical functions suspended or slowed down for a period of time; in or as if in a deep sleep.,antonyms,MEDIUM,Inactive,Active
Eloquent,Fluent or persuasive in speaking or writing.,general-vocabulary,HARD,Articulate,Inarticulate
Eloquent,Fluent or persuasive in speaking or writing.,synonyms,HARD,Articulate,Inarticulate
Eloquent,Fluent or persuasive in speaking or writing.,antonyms,HARD,Articulate,Inarticulate
Empathy,The ability to understand and share the feelings of another.,general-vocabulary,MEDIUM,Understanding,Apathy
Empathy,The ability to understand and share the feelings of another.,synonyms,MEDIUM,Understanding,Apathy
Empathy,The ability to understand and share the feelings of another.,antonyms,MEDIUM,Understanding,Apathy
Endure,Suffer something painful or difficult patiently.,general-vocabulary,EASY,Tolerate,Surrender
Endure,Suffer something painful or difficult patiently.,synonyms,EASY,Tolerate,Surrender
Endure,Suffer something painful or difficult patiently.,antonyms,EASY,Tolerate,Surrender
Enormous,"Very large in size, quantity, or extent.",general-vocabulary,EASY,Huge,Tiny
Enormous,"Very large in size, quantity, or extent.",synonyms,EASY,Huge,Tiny
Enormous,"Very large in size, quantity, or extent.",antonyms,EASY,Huge,Tiny
Frugal,Sparing or economical with regard to money or food.,general-vocabulary,HARD,Thrifty,Extravagant
Frugal,Sparing or economical with regard to money or food.,synonyms,HARD,Thrifty,Extravagant
Frugal,Sparing or economical with regard to money or food.,antonyms,HARD,Thrifty,Extravagant
Generic,Characteristic of or relating to a class or group of things; not specific.,general-vocabulary,MEDIUM,General,Specific
Generic,Characteristic of or relating to a class or group of things; not specific.,synonyms,MEDIUM,General,Specific
Generic,Characteristic of or relating to a class or group of things; not specific.,antonyms,MEDIUM,General,Specific
Gloomy,"Dark or poorly lit, especially so as to appear depressing or frightening.",general-vocabulary,EASY,Somber,Cheerful
Gloomy,"Dark or poorly lit, especially so as to appear depressing or frightening.",synonyms,EASY,Somber,Cheerful
Gloomy,"Dark or poorly lit, especially so as to appear depressing or frightening.",antonyms,EASY,Somber,Cheerful
Hostile,Unfriendly; antagonistic.,general-vocabulary,EASY,Unfriendly,Friendly
Hostile,Unfriendly; antagonistic.,synonyms,EASY,Unfriendly,Friendly
Hostile,Unfriendly; antagonistic.,antonyms,EASY,Unfriendly,Friendly
Impulsive,Acting or done without forethought.,general-vocabulary,MEDIUM,Rash,Cautious
Impulsive,Acting or done without forethought.,synonyms,MEDIUM,Rash,Cautious
Impulsive,Acting or done without forethought.,antonyms,MEDIUM,Rash,Cautious
Indifferent,Having no particular interest or sympathy; unconcerned.,general-vocabulary,MEDIUM,Unconcerned,Caring
Indifferent,Having no particular interest or sympathy; unconcerned.,synonyms,MEDIUM,Unconcerned,Caring
Indifferent,Having no particular interest or sympathy; unconcerned.,antonyms,MEDIUM,Unconcerned,Caring
Inevitable,Certain to happen; unavoidable.,general-vocabulary,HARD,Unavoidable,Avoidable
Inevitable,Certain to happen; unavoidable.,synonyms,HARD,Unavoidable,Avoidable
Inevitable,Certain to happen; unavoidable.,antonyms,HARD,Unavoidable,Avoidable
Infamous,Well known for some bad quality or deed.,general-vocabulary,MEDIUM,Notorious,Reputable
Infamous,Well known for some bad quality or deed.,synonyms,MEDIUM,Notorious,Reputable
Infamous,Well known for some bad quality or deed.,antonyms,MEDIUM,Notorious,Reputable
Ingenious,"Clever, original, and inventive.",general-vocabulary,HARD,Clever,Clumsy
Ingenious,"Clever, original, and inventive.",synonyms,HARD,Clever,Clumsy
Ingenious,"Clever, original, and inventive.",antonyms,HARD,Clever,Clumsy
Jubilant,Feeling or expressing great happiness and triumph.,general-vocabulary,MEDIUM,Overjoyed,Sorrowful
