Word,Definition,Topic,Difficulty,Synonym,Antonym
Run,To move swiftly on foot or to hurry in action or operation.,spellings,EASY,"Rush, Sprint","Walk, Crawl, Halt"
Barmy,"Foolish, eccentric, or slightly insane.",general-vocabulary,HARD,"Mad, Crazy","Sane, Sensible, Rational"
Barmy,"Foolish, eccentric, or slightly insane.",synonyms,HARD,"Mad, Crazy","Sane, Sensible, Rational"
Barmy,"Foolish, eccentric, or slightly insane.",antonyms,HARD,"Mad, Crazy","Sane, Sensible, Rational"
Barmy,"Foolish, eccentric, or slightly insane.",spellings,HARD,"Mad, Crazy","Sane, Sensible, Rational"
Radiant,Shining brightly; showing happiness or health.,general-vocabulary,MEDIUM,"Joyful, Beaming","Dull, Gloomy, Dim"
Radiant,Shining brightly; showing happiness or health.,synonyms,MEDIUM,"Joyful, Beaming","Dull, Gloomy, Dim"
Radiant,Shining brightly; showing happiness or health.,antonyms,MEDIUM,"Joyful, Beaming","Dull, Gloomy, Dim"
Radiant,Shining brightly; showing happiness or health.,spellings,MEDIUM,"Joyful, Beaming","Dull, Gloomy, Dim"
Novel,New and unusual; not like anything seen before.,general-vocabulary,MEDIUM,"Original, New","Familiar, Traditional, Conventional"
Novel,New and unusual; not like anything seen before.,synonyms,MEDIUM,"Original, New","Familiar, Traditional, Conventional"
Novel,New and unusual; not like anything seen before.,antonyms,MEDIUM,"Original, New","Familiar, Traditional, Conventional"
Novel,New and unusual; not like anything seen before.,spellings,MEDIUM,"Original, New","Familiar, Traditional, Conventional"
Common,Found often or shared by many; not unusual.,general-vocabulary,EASY,"Ordinary, Frequent","Rare, Unusual, Uncommon"
Common,Found often or shared by many; not unusual.,synonyms,EASY,"Ordinary, Frequent","Rare, Unusual, Uncommon"
Common,Found often or shared by many; not unusual.,antonyms,EASY,"Ordinary, Frequent","Rare, Unusual, Uncommon"
Common,Found often or shared by many; not unusual.,spellings,EASY,"Ordinary, Frequent","Rare, Unusual, Uncommon"
Perished,"Died or was destroyed, especially in a sudden or tragic way.",general-vocabulary,MEDIUM,"Died, Expired","Survived, Endured, Lived"
Perished,"Died or was destroyed, especially in a sudden or tragic way.",synonyms,MEDIUM,"Died, Expired","Survived, Endured, Lived"
Perished,"Died or was destroyed, especially in a sudden or tragic way.",antonyms,MEDIUM,"Died, Expired","Survived, Endured, Lived"
Perished,"Died or was destroyed, especially in a sudden or tragic way.",spellings,MEDIUM,"Died, Expired","Survived, Endured, Lived"
Began,Started something or caused something to start.,general-vocabulary,EASY,"Started, Commenced","Ended, Finished, Ceased"
Began,Started something or caused something to start.,synonyms,EASY,"Started, Commenced","Ended, Finished, Ceased"
Began,Started something or caused something to start.,antonyms,EASY,"Started, Commenced","Ended, Finished, Ceased"
Began,Started something or caused something to start.,spellings,EASY,"Started, Commenced","Ended, Finished, Ceased"
Whole,All of something; not divided or broken.,general-vocabulary,EASY,"Complete, Entire","Partial, Incomplete, Fraction"
Whole,All of something; not divided or broken.,synonyms,EASY,"Complete, Entire","Partial, Incomplete, Fraction"
Whole,All of something; not divided or broken.,antonyms,EASY,"Complete, Entire","Partial, Incomplete, Fraction"
Whole,All of something; not divided or broken.,spellings,EASY,"Complete, Entire","Partial, Incomplete, Fraction"
Partial,Not complete; only part of something.,general-vocabulary,EASY,"Incomplete, Limited","Whole, Complete, Entire"
Partial,Not complete; only part of something.,synonyms,EASY,"Incomplete, Limited","Whole, Complete, Entire"
Partial,Not complete; only part of something.,antonyms,EASY,"Incomplete, Limited","Whole, Complete, Entire"
Partial,Not complete; only part of something.,spellings,EASY,"Incomplete, Limited","Whole, Complete, Entire"
Onerous,Difficult to do and needing a lot of effort.,general-vocabulary,HARD,"Burdensome, Demanding","Easy, Effortless, Light"
Onerous,Difficult to do and needing a lot of effort.,synonyms,HARD,"Burdensome, Demanding","Easy, Effortless, Light"
Onerous,Difficult to do and needing a lot of effort.,antonyms,HARD,"Burdensome, Demanding","Easy, Effortless, Light"
Onerous,Difficult to do and needing a lot of effort.,spellings,HARD,"Burdensome, Demanding","Easy, Effortless, Light"
Easy,Not difficult; done without much effort.,general-vocabulary,EASY,"Simple, Effortless","Difficult, Hard, Onerous"
Easy,Not difficult; done without much effort.,synonyms,EASY,"Simple, Effortless","Difficult, Hard, Onerous"
Easy,Not difficult; done without much effort.,antonyms,EASY,"Simple, Effortless","Difficult, Hard, Onerous"
Easy,Not difficult; done without much effort.,spellings,EASY,"Simple, Effortless","Difficult, Hard, Onerous"
Midnight,The middle of the night; 12:00 a.m.,general-vocabulary,EASY,"Twelve o'clock, Night","Noon, Midday"
Midnight,The middle of the night; 12:00 a.m.,synonyms,EASY,"Twelve o'clock, Night","Noon, Midday"
Midnight,The middle of the night; 12:00 a.m.,antonyms,EASY,"Twelve o'clock, Night","Noon, Midday"
Midnight,The middle of the night; 12:00 a.m.,spellings,EASY,"Twelve o'clock, Night","Noon, Midday"
Noon,The middle of the day; 12:00 p.m.,general-vocabulary,EASY,"Midday, Twelve o'clock","Midnight, Night"
Noon,The middle of the day; 12:00 p.m.,synonyms,EASY,"Midday, Twelve o'clock","Midnight, Night"
Noon,The middle of the day; 12:00 p.m.,antonyms,EASY,"Midday, Twelve o'clock","Midnight, Night"
Noon,The middle of the day; 12:00 p.m.,spellings,EASY,"Midday, Twelve o'clock","Midnight, Night"
Advance,"To move forwards or make progress, especially towards a goal.",general-vocabulary,EASY,"Progress, Move forward","Retreat, Recede, Regress"
Advance,"To move forwards or make progress, especially towards a goal.",synonyms,EASY,"Progress, Move forward","Retreat, Recede, Regress"
Advance,"To move forwards or make progress, especially towards a goal.",antonyms,EASY,"Progress, Move forward","Retreat, Recede, Regress"
Advance,"To move forwards or make progress, especially towards a goal.",spellings,EASY,"Progress, Move forward","Retreat, Recede, Regress"
Cease,To stop happening or to bring something to an end.,general-vocabulary,MEDIUM,"Stop, Halt","Begin, Start, Continue"
Cease,To stop happening or to bring something to an end.,synonyms,MEDIUM,"Stop, Halt","Begin, Start, Continue"
Cease,To stop happening or to bring something to an end.,antonyms,MEDIUM,"Stop, Halt","Begin, Start, Continue"
Cease,To stop happening or to bring something to an end.,spellings,MEDIUM,"Stop, Halt","Begin, Start, Continue"
Vigilant,Carefully watching for possible danger or difficulties.,general-vocabulary,HARD,"Watchful, Alert","Inattentive, Careless, Negligent"
Vigilant,Carefully watching for possible danger or difficulties.,synonyms,HARD,"Watchful, Alert","Inattentive, Careless, Negligent"
Vigilant,Carefully watching for possible danger or difficulties.,antonyms,HARD,"Watchful, Alert","Inattentive, Careless, Negligent"
Vigilant,Carefully watching for possible danger or difficulties.,spellings,HARD,"Watchful, Alert","Inattentive, Careless, Negligent"
Distracted,Unable to concentrate because your attention is drawn elsewhere.,general-vocabulary,EASY,"Unfocused, Preoccupied","Focused, Attentive, Concentrated"
Distracted,Unable to concentrate because your attention is drawn elsewhere.,synonyms,EASY,"Unfocused, Preoccupied","Focused, Attentive, Concentrated"
Distracted,Unable to concentrate because your attention is drawn elsewhere.,antonyms,EASY,"Unfocused, Preoccupied","Focused, Attentive, Concentrated"
Distracted,Unable to concentrate because your attention is drawn elsewhere.,spellings,EASY,"Unfocused, Preoccupied","Focused, Attentive, Concentrated"
After,Happening later in time; coming behind something else.,general-vocabulary,EASY,"Later, Following","Before, Preceding, Prior"
After,Happening later in time; coming behind something else.,synonyms,EASY,"Later, Following","Before, Preceding, Prior"
After,Happening later in time; coming behind something else.,antonyms,EASY,"Later, Following","Before, Preceding, Prior"
After,Happening later in time; coming behind something else.,spellings,EASY,"Later, Following","Before, Preceding, Prior"
Preceding,"Coming before something else in time, place, or order.",general-vocabulary,HARD,"Previous, Earlier","Following, Succeeding, Subsequent"
Preceding,"Coming before something else in time, place, or order.",synonyms,HARD,"Previous, Earlier","Following, Succeeding, Subsequent"
Preceding,"Coming before something else in time, place, or order.",antonyms,HARD,"Previous, Earlier","Following, Succeeding, Subsequent"
Preceding,"Coming before something else in time, place, or order.",spellings,HARD,"Previous, Earlier","Following, Succeeding, Subsequent"
Melancholy,"A deep, thoughtful sadness that lasts for a while.",general-vocabulary,HARD,"Sadness, Gloom","Happiness, Joy, Exuberance"
Melancholy,"A deep, thoughtful sadness that lasts for a while.",synonyms,HARD,"Sadness, Gloom","Happiness, Joy, Exuberance"
Melancholy,"A deep, thoughtful sadness that lasts for a while.",antonyms,HARD,"Sadness, Gloom","Happiness, Joy, Exuberance"
Melancholy,"A deep, thoughtful sadness that lasts for a while.",spellings,HARD,"Sadness, Gloom","Happiness, Joy, Exuberance"
Bright,"Full of light or showing a happy, lively mood.",general-vocabulary,EASY,"Cheerful, Radiant","Dull, Gloomy, Dim"
Bright,"Full of light or showing a happy, lively mood.",synonyms,EASY,"Cheerful, Radiant","Dull, Gloomy, Dim"
Bright,"Full of light or showing a happy, lively mood.",antonyms,EASY,"Cheerful, Radiant","Dull, Gloomy, Dim"
Bright,"Full of light or showing a happy, lively mood.",spellings,EASY,"Cheerful, Radiant","Dull, Gloomy, Dim"
Flamboyant,Very confident and attention-seeking in appearance or behaviour.,general-vocabulary,HARD,"Showy, Flashy","Modest, Subdued, Plain"
Flamboyant,Very confident and attention-seeking in appearance or behaviour.,synonyms,HARD,"Showy, Flashy","Modest, Subdued, Plain"
Flamboyant,Very confident and attention-seeking in appearance or behaviour.,antonyms,HARD,"Showy, Flashy","Modest, Subdued, Plain"
Flamboyant,Very confident and attention-seeking in appearance or behaviour.,spellings,HARD,"Showy, Flashy","Modest, Subdued, Plain"
Modest,Not boastful; not showing off about your abilities or possessions.,general-vocabulary,MEDIUM,"Humble, Unassuming","Boastful, Arrogant, Conceited"
Modest,Not boastful; not showing off about your abilities or possessions.,synonyms,MEDIUM,"Humble, Unassuming","Boastful, Arrogant, Conceited"
Modest,Not boastful; not showing off about your abilities or possessions.,antonyms,MEDIUM,"Humble, Unassuming","Boastful, Arrogant, Conceited"
Modest,Not boastful; not showing off about your abilities or possessions.,spellings,MEDIUM,"Humble, Unassuming","Boastful, Arrogant, Conceited"
Peripheral,Relating to or situated on the edge of something; of secondary importance.,general-vocabulary,HARD,"Marginal, Outer","Central, Core, Primary"
Peripheral,Relating to or situated on the edge of something; of secondary importance.,synonyms,HARD,"Marginal, Outer","Central, Core, Primary"
Peripheral,Relating to or situated on the edge of something; of secondary importance.,antonyms,HARD,"Marginal, Outer","Central, Core, Primary"
Peripheral,Relating to or situated on the edge of something; of secondary importance.,spellings,HARD,"Marginal, Outer","Central, Core, Primary"
Toiled,"Worked extremely hard or continuously, often at something physically or mentally demanding.",general-vocabulary,HARD,"Slaved, Laboured","Rested, Slacked, Idled"
Toiled,"Worked extremely hard or continuously, often at something physically or mentally demanding.",synonyms,HARD,"Slaved, Laboured","Rested, Slacked, Idled"
Toiled,"Worked extremely hard or continuously, often at something physically or mentally demanding.",antonyms,HARD,"Slaved, Laboured","Rested, Slacked, Idled"
Toiled,"Worked extremely hard or continuously, often at something physically or mentally demanding.",spellings,HARD,"Slaved, Laboured","Rested, Slacked, Idled"
Watertight,Preventing water from entering; also used for arguments that are impossible to disprove.,general-vocabulary,MEDIUM,"Impenetrable, Waterproof","Leaky, Flawed, Vulnerable"
Watertight,Preventing water from entering; also used for arguments that are impossible to disprove.,synonyms,MEDIUM,"Impenetrable, Waterproof","Leaky, Flawed, Vulnerable"
Watertight,Preventing water from entering; also used for arguments that are impossible to disprove.,antonyms,MEDIUM,"Impenetrable, Waterproof","Leaky, Flawed, Vulnerable"
Watertight,Preventing water from entering; also used for arguments that are impossible to disprove.,spellings,MEDIUM,"Impenetrable, Waterproof","Leaky, Flawed, Vulnerable"
Consent,Permission for something to happen or agreement to do something.,general-vocabulary,MEDIUM,"Sanction, Approval","Refusal, Dissent, Denial"
Consent,Permission for something to happen or agreement to do something.,synonyms,MEDIUM,"Sanction, Approval","Refusal, Dissent, Denial"
Consent,Permission for something to happen or agreement to do something.,antonyms,MEDIUM,"Sanction, Approval","Refusal, Dissent, Denial"
Consent,Permission for something to happen or agreement to do something.,spellings,MEDIUM,"Sanction, Approval","Refusal, Dissent, Denial"
Submit,"To give in to authority, control, or a stronger force.",general-vocabulary,EASY,"Yield, Surrender","Resist, Defy, Rebel"
Submit,"To give in to authority, control, or a stronger force.",synonyms,EASY,"Yield, Surrender","Resist, Defy, Rebel"
Submit,"To give in to authority, control, or a stronger force.",antonyms,EASY,"Yield, Surrender","Resist, Defy, Rebel"
Submit,"To give in to authority, control, or a stronger force.",spellings,EASY,"Yield, Surrender","Resist, Defy, Rebel"
Insolent,Showing a rude and arrogant lack of respect.,general-vocabulary,HARD,"Contemptuous, Disrespectful","Respectful, Polite, Courteous"
Insolent,Showing a rude and arrogant lack of respect.,synonyms,HARD,"Contemptuous, Disrespectful","Respectful, Polite, Courteous"
Insolent,Showing a rude and arrogant lack of respect.,antonyms,HARD,"Contemptuous, Disrespectful","Respectful, Polite, Courteous"
Insolent,Showing a rude and arrogant lack of respect.,spellings,HARD,"Contemptuous, Disrespectful","Respectful, Polite, Courteous"
Extrovert,A person who is socially confident and energised by interacting with others.,general-vocabulary,HARD,"Outgoing, Gregarious","Introvert, Reserved, Shy"
Extrovert,A person who is socially confident and energised by interacting with others.,synonyms,HARD,"Outgoing, Gregarious","Introvert, Reserved, Shy"
Extrovert,A person who is socially confident and energised by interacting with others.,antonyms,HARD,"Outgoing, Gregarious","Introvert, Reserved, Shy"
Extrovert,A person who is socially confident and energised by interacting with others.,spellings,HARD,"Outgoing, Gregarious","Introvert, Reserved, Shy"
Extended,"Made longer, larger, or more extensive in time, size, or scope.",general-vocabulary,EASY,"Enlarged, Expanded","Shortened, Reduced, Contracted"
Extended,"Made longer, larger, or more extensive in time, size, or scope.",synonyms,EASY,"Enlarged, Expanded","Shortened, Reduced, Contracted"
Extended,"Made longer, larger, or more extensive in time, size, or scope.",antonyms,EASY,"Enlarged, Expanded","Shortened, Reduced, Contracted"
Extended,"Made longer, larger, or more extensive in time, size, or scope.",spellings,EASY,"Enlarged, Expanded","Shortened, Reduced, Contracted"
Tremble,"To shake involuntarily, typically as a result of anxiety, excitement, or weakness.",general-vocabulary,EASY,"Shiver, Shake","Steady, Remain still, Calm"
Tremble,"To shake involuntarily, typically as a result of anxiety, excitement, or weakness.",synonyms,EASY,"Shiver, Shake","Steady, Remain still, Calm"
Tremble,"To shake involuntarily, typically as a result of anxiety, excitement, or weakness.",antonyms,EASY,"Shiver, Shake","Steady, Remain still, Calm"
Tremble,"To shake involuntarily, typically as a result of anxiety, excitement, or weakness.",spellings,EASY,"Shiver, Shake","Steady, Remain still, Calm"
Foretell,To state or indicate in advance what will happen in the future.,general-vocabulary,HARD,"Predict, Prophesy","Recount, Recall, Review"
Foretell,To state or indicate in advance what will happen in the future.,synonyms,HARD,"Predict, Prophesy","Recount, Recall, Review"
Foretell,To state or indicate in advance what will happen in the future.,antonyms,HARD,"Predict, Prophesy","Recount, Recall, Review"
Foretell,To state or indicate in advance what will happen in the future.,spellings,HARD,"Predict, Prophesy","Recount, Recall, Review"
